"","err_ULA","err_UBA"
"1",8.689264606138e+132,0.038132288834601
"2",9.98543995409043e+292,0.0381628522514831
"3",Inf,0.0381055471436326
"4",Inf,0.0379967159982191
"5",NA,0.0380945131186345
"6",NA,0.037965297082896
"7",NA,0.0380382361562225
"8",NA,0.0379498644476964
"9",NA,0.0378992310838284
"10",NA,0.0379994240747302
